valor_de_mercado,valor_de_firma,patrimônio_líquido,n_total_de_papeis,ativos,ativo_circulante,dívida_bruta,dívida_líquida,disponibilidade,tag_along,segmento_de_listagem,free_float,setor,segmento,papel
1816474000,2943951000,1402261000,115625000,3734989000,652423000,1480179000,1127477000,352702000,100.00,nível 1,31.01,telecomunicações,telecomunicações,desk3
13868036000,23279864000,7612368000,1033496000,21504866000,3198267000,10308711000,9411828000,896883000,100.00,nível 2,63.44,utilidade pública,energia elétrica,taee4
865047000,874920000,1014217000,109310000,1577581000,1015989000,237182000,9873000,227309000,100.00,tradicional,99.67,materiais básicos,petroquímicos,dexp3
256556000,1977956000,208276000,62120000,1954226000,737170000,1750788000,1721400000,29388000,100.00,nível 1,57.08,bens industriais,máquinas e equipamentos industriais,aeri3
395271000,333888000,310829000,42275000,396486000,204663000,2290000,61383000,63673000,0.00,tradicional,49.84,consumo cíclico,calçados,camb3
249577000,395117000,826833000,61776000,1359088000,549632000,155596000,145540000,10056000,100.00,nível 1,98.69,bens industriais,produtos para construção,eter3
6865225000,6301890000,2227523000,1502786000,9973677000,6749226000,1814843000,563335000,2378178000,0.00,tradicional,100.00,consumo cíclico,eletrodomésticos,whrl4
434308000,6790718000,1093325000,1670418000,16918392000,7328510000,11041297000,6356410000,4684887000,100.00,novo mercado,33.34,utilidade pública,água e saneamento,ambp3
13868036000,23279864000,7612368000,1033496000,21504866000,3198267000,10308711000,9411828000,896883000,100.00,nível 2,63.44,utilidade pública,energia elétrica,taee3
370619000,1014790000,1292895000,373114000,3026411000,277677000,731574000,644171000,87403000,100.00,nível 2,23.69,utilidade pública,energia elétrica,rnew3
245929000,264543000,909871000,50602000,1933426000,627571000,32260000,18614000,13646000,0.10,novo mercado,32.87,saúde,medicamentos e outros produtos,dmvf3
5469857000,41734857000,3805000000,797207000,91303000000,30743000000,46569000000,36265000000,10304000000,100.00,nível 1,34.97,materiais básicos,petroquímicos,brkm3
142152000,88909000,7433374000,67691000,10287823000,9817361000,,53243000,53243000,0.00,tradicional,33.27,petróleo. gás e biocombustíveis,exploração. refino e distribuição,rpmg3
83403000,209768000,293687000,50855000,313039000,305396000,725000,293172000,293897000,100.00,novo mercado,30.40,bens industriais,serviços diversos,reag3
175442000,168101000,36928000,47609000,51611000,18457000,,7341000,7341000,0.00,tradicional,11.43,financeiro,outros,fict3
874606000,2047826000,357066000,217024000,2589107000,553231000,1510795000,1173220000,337575000,100.00,novo mercado,40.85,bens industriais,serviços diversos,alpk3
1685934000,2234476000,2727993000,92619000,4749923000,1756839000,919950000,548542000,371408000,0.00,nível 1,56.01,materiais básicos,madeira,euca4
759924000,708579000,509731000,41800000,746484000,238696000,49383000,51345000,100728000,100.00,novo mercado,44.32,bens industriais,serviços diversos,csud3
412202000,442912000,417855000,64106000,688254000,456563000,97188000,30710000,66478000,100.00,novo mercado,38.44,consumo cíclico,acessórios,tecn3
230534000,120567000,443784000,9140000,578959000,206222000,17071000,109967000,127038000,100.00,novo mercado,43.09,tecnologia da informação,programas e serviços,ngrd3
287546000,549369000,944000,260509000,921921000,497143000,377859000,261823000,116036000,0.00,tradicional,100.00,consumo não cíclico,produtos de limpeza,bobr4
273457000,359383000,332505000,22500000,630349000,252398000,97561000,85926000,11635000,0.00,tradicional,59.77,bens industriais,máquinas e equipamentos industriais,ealt4
11073533000,19821889000,19368000000,993705000,87319904000,33463871000,18643907000,8748356000,9895551000,100.00,nível 1,70.19,materiais básicos,siderurgia,goau3
36921948000,42377043000,54539163000,2028194000,87255733000,33400217000,15328677000,5455095000,9873582000,100.00,nível 1,58.69,materiais básicos,siderurgia,ggbr3
39781000,216306000,106634000,43716000,491172000,130119000,178633000,176525000,2108000,100.00,novo mercado,82.71,petróleo. gás e biocombustíveis,equipamentos e serviços,lupa3
88211000,356276000,123306000,79469000,629813000,360527000,296293000,268065000,28228000,0.00,tradicional,44.31,financeiro,serviços financeiros diversos,pdtc3
83929000,157272000,184099000,66086000,378719000,106246000,112144000,73343000,38801000,100.00,novo mercado,43.14,consumo cíclico,móveis,ucas3
966300000,1179673000,1499159000,94828000,3335841000,2399398000,450403000,213373000,237030000,100.00,novo mercado,29.32,telecomunicações,telecomunicações,alld3
619797000,1227548000,1274569000,126634000,2563359000,1480437000,802129000,607751000,194378000,100.00,nível 2,59.85,bens industriais,armas e munições,tasa3
26306427000,57858878000,18484512000,2289424000,82858461000,19805340000,41047221000,31552451000,9494770000,100.00,nível 2,71.31,utilidade pública,energia elétrica,engi3
244512000,162233000,1129615000,53857000,2874004000,2035996000,53285000,82279000,135564000,100.00,novo mercado,10.02,materiais básicos,fertilizantes e defensivos,fher3
11658456000,20911808000,8999649000,988880000,31477777000,6087093000,12477539000,9253352000,3224187000,100.00,nível 2,34.43,utilidade pública,energia elétrica,alup4
4402820000,4353749000,7028044000,56058000,59112008000,2817940000,,,49071000,0.00,tradicional,2.99,financeiro,bancos,baza3
829476000,856434000,732067000,96226000,922242000,32057000,43563000,26958000,16605000,100.00,novo mercado,54.36,consumo não cíclico,agricultura,land3
641671000,472919000,949228000,20585000,1304535000,575911000,,168752000,168752000,100.00,tradicional,55.95,consumo cíclico,tecidos. vestuário e calçados,cgra4
39773000,8531000,128624000,6741000,400055000,231880000,64409000,31242000,95651000,100.00,novo mercado,49.34,consumo cíclico,produção de eventos e shows,show3
3092309000,8797302000,5211994000,119202000,15771597000,3302854000,5813285000,5704993000,108292000,0.00,tradicional,36.51,utilidade pública,energia elétrica,coce5
942629000,427155000,1553866000,93597000,4171620000,2061528000,8310000,1369785000,1378095000,0.00,tradicional,3.43,telecomunicações,telecomunicações,telb4
253333000,229386000,186935000,40021000,228714000,121268000,27000,23947000,23974000,100.00,nível 1,25.54,telecomunicações,telecomunicações,trad3
2754925000,2754925000,2362681000,347504000,38914230000,29129246000,,,8115448000,100.00,tradicional,4.59,financeiro,bancos,bees3
180840000,1397651000,859637000,44000000,2557301000,191822000,1289042000,1216811000,72231000,100.00,novo mercado,42.11,bens industriais,exploração de rodovias,tpis3
815591000,846172000,238009000,126841000,417966000,197762000,107596000,30581000,77015000,0.00,tradicional,56.32,saúde,medicamentos e outros produtos,biom3
11658456000,20911808000,8999649000,988880000,31477777000,6087093000,12477539000,9253352000,3224187000,100.00,nível 2,34.43,utilidade pública,energia elétrica,alup3
2111927000,9351603000,3056777000,349724000,17465355000,9104660000,8965671000,7239676000,1725995000,80.00,nível 1,59.71,bens industriais,material rodoviário,rapt3
5456360000,5456360000,2256855000,104831000,31519505000,23510817000,,,5813282000,0.00,tradicional,46.32,financeiro,bancos,bmeb4
1189388000,1929970000,1528951000,57737000,2893655000,773190000,1066132000,740582000,325550000,0.10,nível 1,38.65,financeiro,exploração de imóveis,scar3
304619000,446084000,529743000,48046000,1063020000,594884000,386759000,141464000,245294000,80.00,tradicional,66.52,consumo cíclico,fios e tecidos,ptnt4
2754925000,2754925000,2362681000,347504000,38914230000,29129246000,,,8115448000,100.00,tradicional,4.59,financeiro,bancos,bees4
54494000,967322000,1791043000,44605000,440271000,154150000,924788000,912828000,11960000,0.00,tradicional,85.61,bens industriais,máquinas e equipamentos industriais,inep4
3176256000,2929703000,3984960000,363046000,74509301000,68245397000,,,246553000,0.00,tradicional,11.55,financeiro,bancos,bsli4
171041000,130396000,253700000,6072000,422220000,238371000,14019000,40645000,54664000,0.00,tradicional,23.31,bens industriais,material rodoviário,rsul4
3613235000,5034524000,1065783000,107058000,3991899000,1095752000,1690632000,1421289000,269343000,100.00,novo mercado,24.26,bens industriais,transporte hidroviário,logn3
30309000,37942000,82564000,38366000,236917000,103514000,21179000,7633000,13546000,100.00,novo mercado,99.37,consumo cíclico,incorporações,vivr3
6359000,7148385000,8900601000,3148000,1396709000,18512000,7152330000,7142026000,10304000,100.00,novo mercado,50.58,petróleo. gás e biocombustíveis,equipamentos e serviços,osxb3
95909000,143012000,245402000,13283000,222039000,106592000,98211000,47103000,51108000,100.00,nível 1,29.51,financeiro,outros,dotz3
26306427000,57858878000,18484512000,2289424000,82858461000,19805340000,41047221000,31552451000,9494770000,100.00,nível 2,71.31,utilidade pública,energia elétrica,engi4
6865225000,6301890000,2227523000,1502786000,9973677000,6749226000,1814843000,563335000,2378178000,0.00,tradicional,100.00,consumo cíclico,eletrodomésticos,whrl3
13264774000,17926863000,4674066000,2213527000,17935501000,5693219000,6807938000,4662089000,2145849000,0.00,tradicional,2.12,utilidade pública,energia elétrica,eqpa3
5761883000,5761883000,10833866000,408974000,156338226000,146627096000,,,3435018000,80.00,nível 1,50.61,financeiro,bancos,brsr3
263354189000,263354189000,63703322000,11506119000,545461564000,473688143000,,,1375548000,100.00,nível 1,29.94,financeiro,bancos,bpac5
942629000,427155000,1553866000,93597000,4171620000,2061528000,8310000,1369785000,1378095000,0.00,tradicional,3.43,telecomunicações,telecomunicações,telb3
16999000,289147000,95439000,12318000,785887000,719833000,278904000,272148000,6756000,0.00,tradicional,0.82,consumo cíclico,incorporações,jfen3
3963896000,7760965000,3876464000,38571000,12998858000,3671456000,4173420000,3797069000,376351000,0.10,nível 2,75.46,utilidade pública,energia elétrica,clsc4
263354189000,263354189000,63703322000,11506119000,545461564000,473688143000,,,1375548000,100.00,nível 1,29.94,financeiro,bancos,bpac3
61667000,37677000,218842000,11091000,294382000,170049000,7761000,99345000,107106000,100.00,nível 1,99.66,consumo cíclico,utensílios domésticos,west3
1772202000,1194478000,1076041000,72081000,1480516000,795141000,,577724000,577724000,0.00,tradicional,19.85,utilidade pública,energia elétrica,cebr3
2151087000,2151087000,1165009000,227126000,30050215000,27091662000,,,45774000,100.00,nível 2,24.22,financeiro,bancos,pine3
10997441000,26803441000,8568000000,262096000,33379000000,5865000000,16926000000,15806000000,1120000000,0.00,tradicional,1.01,utilidade pública,energia elétrica,ceeb3
263695000,758371000,134409000,195330000,1373722000,529085000,704921000,494676000,210245000,100.00,novo mercado,21.36,consumo cíclico,incorporações,avll3
641671000,472919000,949228000,20585000,1304535000,575911000,,168752000,168752000,100.00,tradicional,55.95,consumo cíclico,tecidos. vestuário e calçados,cgra3
182910000,730977000,20798000,5783000,721065000,289179000,567592000,548067000,19525000,0.00,tradicional,49.03,materiais básicos,artefatos de ferro e aço,mgel4
7897249000,7513188000,4301192000,683062000,6236192000,3129477000,657013000,384061000,1041074000,80.00,nível 1,27.74,consumo cíclico,calçados,alpa3
1772202000,1194478000,1076041000,72081000,1480516000,795141000,,577724000,577724000,0.00,tradicional,19.85,utilidade pública,energia elétrica,cebr5
1246222000,1536291000,712492000,53949000,1459883000,969505000,496627000,290069000,206558000,100.00,novo mercado,42.94,saúde,medicamentos e outros produtos,ofsa3
370619000,1014790000,1292895000,373114000,3026411000,277677000,731574000,644171000,87403000,nível 2,23.69,100.00,utilidade pública,energia elétrica,rnew11
19525000,195723000,230512000,25260000,632088000,192847000,209949000,176198000,33751000,0.00,tradicional,56.36,consumo cíclico,fios e tecidos,ctsa4
7182038000,8239664000,2809925000,113173000,7539380000,3075524000,2805160000,1057626000,1747534000,80.00,tradicional,55.28,materiais básicos,químicos diversos,unip3
591471000,495579000,586901000,29018000,907091000,567957000,8003000,95892000,103895000,0.00,tradicional,28.36,materiais básicos,químicos diversos,crpg5
18843796000,31242127000,20907007000,658883000,45643761000,7065287000,14818493000,12398331000,2420162000,80.00,nível 1,64.18,utilidade pública,energia elétrica,isae3
587390000,587390000,838361000,18558000,13515374000,12799379000,,,100821000,100.00,tradicional,8.54,financeiro,bancos,bgip4
13400553000,28413970000,4160955000,2110323000,32780951000,8486338000,18209921000,15013417000,3196504000,0.00,tradicional,0.25,utilidade pública,energia elétrica,rede3
390505000,288199000,191451000,71001000,428604000,222959000,,102306000,102306000,0.00,tradicional,42.32,consumo não cíclico,carnes e derivados,mnpr3
213084000,154368000,135885000,5222000,194595000,106473000,,58716000,58716000,0.00,tradicional,28.89,consumo não cíclico,carnes e derivados,bauh4
16208370000,23468931000,1715477000,132520000,14392431000,3939588000,8598696000,7260561000,1338135000,0.00,nível 1,0.86,utilidade pública,gás,cgas5
194285000,133183000,181542000,9800000,287483000,209667000,22289000,61102000,83391000,0.00,tradicional,34.89,saúde,equipamentos,balm4
9028000,4803000,54476000,2655000,29738000,15872000,418000,4225000,4643000,100.00,novo mercado,39.11,financeiro,exploração de imóveis,nexp3
98482000,594674000,194587000,43769000,1334680000,656846000,548227000,496192000,52035000,100.00,novo mercado,34.36,consumo cíclico,incorporações,rdni3
3030000,3029000,6470000,918000,774000,1000,,1000,1000,0.00,tradicional,3.89,financeiro,outros,mapt4
1772202000,1194478000,1076041000,72081000,1480516000,795141000,,577724000,577724000,0.00,tradicional,19.85,utilidade pública,energia elétrica,cebr6
3088797000,2841406000,1262988000,36947000,2195449000,641537000,,247391000,247391000,0.00,tradicional,60.06,utilidade pública,energia elétrica,emae4
36489000,388147000,972058000,20272000,503144000,252399000,379602000,351658000,27944000,100.00,novo mercado,94.94,consumo cíclico,incorporações,rsid3
865047000,874920000,1014217000,109310000,1577581000,1015989000,237182000,9873000,227309000,100.00,tradicional,99.67,materiais básicos,petroquímicos,dexp4
591471000,495579000,586901000,29018000,907091000,567957000,8003000,95892000,103895000,tradicional,28.36,0.00,materiais básicos,químicos diversos,crpg3
3283760000,3351394000,1756413000,94433000,3558826000,745717000,656372000,67634000,588738000,0.00,tradicional,3.81,utilidade pública,energia elétrica,gepa4
612694000,5921882000,3777377000,68254000,8602979000,2686529000,6321008000,5309188000,1011820000,80.00,nível 1,0.26,utilidade pública,energia elétrica,ceed3
453035000,399624000,1087490000,84682000,1091335000,55100000,,53411000,53411000,0.00,nível 1,24.65,financeiro,serviços financeiros diversos,rpad3
19525000,195723000,230512000,25260000,632088000,192847000,209949000,176198000,33751000,0.00,tradicional,56.36,consumo cíclico,fios e tecidos,ctsa3
657601000,625880000,909591000,18908000,1291302000,246071000,159131000,31721000,190852000,0.00,tradicional,49.58,financeiro,holdings diversificadas,peab4
273457000,359383000,332505000,22500000,630349000,252398000,97561000,85926000,11635000,0.00,tradicional,59.77,bens industriais,máquinas e equipamentos industriais,ealt3
7681331000,14814331000,2019000000,193759000,13007000000,3697000000,7915000000,7133000000,782000000,0.00,tradicional,0.32,utilidade pública,energia elétrica,ektr3
91072000,59514000,34482000,18372000,519672000,98841000,5000,31558000,31563000,0.00,tradicional,13.95,consumo cíclico,hotelaria,hoot4
304619000,446084000,529743000,48046000,1063020000,594884000,386759000,141464000,245294000,80.00,tradicional,66.52,consumo cíclico,fios e tecidos,ptnt3
512061000,458901000,328504000,2947000,395876000,227332000,2508000,53160000,55668000,tradicional,31.65,0.00,materiais básicos,artefatos de ferro e aço,tkno3
1685934000,2234476000,2727993000,92619000,4749923000,1756839000,919950000,548542000,371408000,80.00,nível 1,56.01,materiais básicos,madeira,euca3
16620000,11894000,51172000,11900000,67033000,59597000,20754000,28514000,49268000,0.00,tradicional,75.75,bens industriais,produtos para construção,haga4
863711000,450041000,894480000,12251000,2028270000,1211400000,720460000,413670000,1134130000,0.00,tradicional,4.60,financeiro,holdings diversificadas,moar3
521829000,377300000,469617000,8789000,579784000,446427000,28131000,144529000,172661000,0.00,tradicional,34.76,bens industriais,máquinas e equipamentos de construção e agrícolas,mtsa4
7182038000,8239664000,2809925000,113173000,7539380000,3075524000,2805160000,1057626000,1747534000,0.00,tradicional,55.28,materiais básicos,químicos diversos,unip5
16208370000,23468931000,1715477000,132520000,14392431000,3939588000,8598696000,7260561000,1338135000,0.00,nível 1,0.86,utilidade pública,gás,cgas3
16620000,11894000,51172000,11900000,67033000,59597000,20754000,28514000,49268000,0.00,tradicional,75.75,bens industriais,produtos para construção,haga3
41593277000,58575416000,25596150000,2982810000,60742037000,12093928000,19887878000,16982139000,2905739000,100.00,nível 2,100.00,utilidade pública,energia elétrica,cple5
236210000,83706000,258956000,454000,330810000,280216000,3622000,152504000,156126000,0.00,tradicional,22.00,consumo cíclico,bicicletas,bmks3
2476000,2476000,9000,2814000,806000,797000,,,,0.00,tradicional,100.00,financeiro,gestão de recursos e investimentos,ppla11
130073000,95290000,64217000,2457000,117185000,68084000,,34783000,34783000,0.00,tradicional,13.02,bens industriais,engenharia consultiva,sond5
174610000,671318000,150298000,9921000,1437828000,607376000,500995000,496708000,4287000,0.00,tradicional,67.22,consumo cíclico,acessórios,mndl3
9402495000,14271082000,8230908000,340000000,19994912000,3386899000,7137197000,4868587000,2268610000,0.00,tradicional,1.84,bens industriais,transporte ferroviário,mrsa5b
127058000,522644000,302543000,10000000,960574000,400913000,407097000,395586000,11511000,80.00,nível 1,61.57,consumo cíclico,fios e tecidos,cedo4
716986000,1073317000,805027000,36414000,1492460000,866120000,449153000,356331000,92822000,0.00,tradicional,15.11,bens industriais,material de transporte,wlmm4
219779000,589504000,35502000,6205000,712914000,471967000,428604000,369725000,58879000,0.00,tradicional,12.86,consumo cíclico,fios e tecidos,ctka4
3140903000,2466736000,3369258000,353175000,4276434000,1797892000,297751000,674167000,971918000,80.00,nível 1,45.83,materiais básicos,siderurgia,fesa3
801994000,810548000,773997000,23932000,1517221000,1093845000,402218000,8554000,393664000,0.00,tradicional,34.71,materiais básicos,artefatos de ferro e aço,pati3
238902000,229302000,251557000,8543000,543484000,236013000,3634000,9600000,13234000,0.00,tradicional,3.25,consumo cíclico,produção de eventos e shows,aheb3
292277000,521973000,659465000,9133000,1677665000,170147000,294409000,229696000,64713000,0.00,tradicional,63.98,financeiro,exploração de imóveis,hbts5
512061000,458901000,328504000,2947000,395876000,227332000,2508000,53160000,55668000,0.00,tradicional,31.65,materiais básicos,artefatos de ferro e aço,tkno4
12424000,182529000,245464000,1600000,517009000,214167000,178881000,170105000,8776000,0.00,nível 1,76.94,bens industriais,máquinas e equipamentos industriais,bdll4
127058000,522644000,302543000,10000000,960574000,400913000,407097000,395586000,11511000,80.00,nível 1,61.57,consumo cíclico,fios e tecidos,cedo3
130073000,95290000,64217000,2457000,117185000,68084000,,34783000,34783000,tradicional,13.02,0.00,bens industriais,engenharia consultiva,sond6
62002000,326305000,626989000,12425000,622657000,192008000,279884000,264303000,15581000,0.00,tradicional,40.01,consumo cíclico,automóveis e motocicletas,plas3
40243000,41321000,160407000,20784000,229017000,41609000,18948000,1078000,17870000,0.00,tradicional,30.35,bens industriais,transporte hidroviário,luxm4
24696000,119058000,11432000,2058000,314708000,121725000,105604000,94362000,11242000,0.00,tradicional,49.10,bens industriais,material rodoviário,mwet4
1320058000,2001252000,351403000,6286000,1971720000,1359430000,819754000,681194000,138560000,novo mercado,64.39,100.00,bens industriais,máquinas e equipamentos industriais,frio3
2288853000,6936186000,8414675000,254034000,19928602000,4011233000,4840300000,4647333000,192967000,0.00,nível 1,0.19,utilidade pública,energia elétrica,cbee3
102838000,322787000,2105099000,12774000,570899000,330386000,240174000,219949000,20225000,0.00,tradicional,66.36,materiais básicos,materiais diversos,snsy5
45752000,236186000,592373000,8083000,354604000,134913000,115061000,281939000,397000000,0.00,tradicional,68.43,consumo cíclico,brinquedos e jogos,estr4
801994000,810548000,773997000,23932000,1517221000,1093845000,402218000,8554000,393664000,0.00,tradicional,34.71,materiais básicos,artefatos de ferro e aço,pati4
434726000,498509000,690209000,75645000,987965000,561325000,149319000,63783000,85536000,0.00,tradicional,12.49,consumo cíclico,fios e tecidos,dohl4
34100000,73419000,126741000,6621000,19510000,1682000,39330000,39319000,11000,0.00,tradicional,1.07,bens industriais,máquinas e equipamentos industriais,nord3
12662491000,19527202000,3965235000,218941000,15498538000,3822944000,8203695000,6864711000,1338984000,0.00,tradicional,2.49,utilidade pública,energia elétrica,enmt4
5270306000,8167190000,4032651000,164184000,9963995000,2401899000,3530000000,2896884000,633116000,0.00,nível 1,1.30,utilidade pública,energia elétrica,eqma3b
455471000,444803000,255243000,63084000,376972000,120228000,27422000,10668000,38090000,0.00,tradicional,1.33,utilidade pública,energia elétrica,aflt3
5469857000,41734857000,3805000000,797207000,91303000000,30743000000,46569000000,36265000000,10304000000,100.00,nível 1,34.97,materiais básicos,petroquímicos,brkm6
6364000,2002318000,1338750000,1928000,1163933000,159694000,2167128000,1995954000,171174000,100.00,novo mercado,74.05,financeiro,exploração de imóveis,gshp3
13264774000,17926863000,4674066000,2213527000,17935501000,5693219000,6807938000,4662089000,2145849000,0.00,tradicional,2.12,utilidade pública,energia elétrica,eqpa6
106734000,103651000,144393000,4825000,654117000,631293000,,,3083000,0.00,tradicional,8.46,financeiro,bancos,bmin4
194285000,133183000,181542000,9800000,287483000,209667000,22289000,61102000,83391000,0.00,tradicional,34.89,saúde,equipamentos,balm3
8896261000,8896261000,14829400000,86371000,74357908000,65188232000,,,3309377000,0.00,tradicional,0.71,financeiro,bancos,bnbr3
79715000,76246000,673000,11131000,6110000,5587000,,3469000,3469000,0.00,tradicional,2.02,bens industriais,serviços diversos,dtcy3
591471000,495579000,586901000,29018000,907091000,567957000,8003000,95892000,103895000,0.00,tradicional,28.36,materiais básicos,químicos diversos,crpg6
2992000,2992000,5023000,153000,5073000,3288000,,,,100.00,novo mercado,100.00,consumo cíclico,incorporações,ccty3
5456360000,5456360000,2256855000,104831000,31519505000,23510817000,,,5813282000,0.00,tradicional,46.32,financeiro,bancos,bmeb3
10997441000,26803441000,8568000000,262096000,33379000000,5865000000,16926000000,15806000000,1120000000,0.00,tradicional,1.01,utilidade pública,energia elétrica,ceeb5
18010000,17844000,165000,3602000,83517000,171000,,165000,165000,0.00,nível 1,0.00,bens industriais,transporte hidroviário,psvm11
9402495000,14271082000,8230908000,340000000,19994912000,3386899000,7137197000,4868587000,2268610000,0.00,tradicional,1.84,bens industriais,transporte ferroviário,mrsa6b
3963896000,7760965000,3876464000,38571000,12998858000,3671456000,4173420000,3797069000,376351000,100.00,nível 2,75.46,utilidade pública,energia elétrica,clsc3
9402495000,14271082000,8230908000,340000000,19994912000,3386899000,7137197000,4868587000,2268610000,0.00,tradicional,1.84,bens industriais,transporte ferroviário,mrsa3b
3250252000,5423230000,3155670000,244012000,8671530000,4664963000,2583437000,2172978000,410459000,100.00,novo mercado,60.31,consumo cíclico,produtos diversos,sbfg3
22578738000,48679125000,10239102000,6179682000,62163679000,16586925000,35826069000,26100387000,9725682000,100.00,nível 2,63.92,materiais básicos,papel e celulose,klbn4
657601000,625880000,909591000,18908000,1291302000,246071000,159131000,31721000,190852000,0.00,tradicional,49.58,financeiro,holdings diversificadas,peab3
14184001000,15271742000,10217395000,2209346000,20393545000,11817576000,2115518000,1087741000,1027777000,100.00,novo mercado,21.00,consumo não cíclico,produtos diversos,gmat3
3283760000,3351394000,1756413000,94433000,3558826000,745717000,656372000,67634000,588738000,0.00,tradicional,3.81,utilidade pública,energia elétrica,gepa3
13264774000,17926863000,4674066000,2213527000,17935501000,5693219000,6807938000,4662089000,2145849000,tradicional,2.12,0.00,utilidade pública,energia elétrica,eqpa5
3092309000,8797302000,5211994000,119202000,15771597000,3302854000,5813285000,5704993000,108292000,0.00,tradicional,36.51,utilidade pública,energia elétrica,coce3
951825000,1109712000,2971220000,820539000,5346369000,3620676000,656760000,157887000,498873000,100.00,nível 1,47.06,tecnologia da informação,computadores e equipamentos,mlas3
49546940000,74268089000,21481780000,1152254000,79238240000,16105849000,28931803000,24721149000,4210654000,100.00,novo mercado,16.29,utilidade pública,energia elétrica,cpfe3
32128861000,22175123000,14482210000,646586000,50945015000,28063312000,,9953738000,9953738000,100.00,novo mercado,28.23,financeiro,seguradoras,pssa3
4477904000,12011794000,6934315000,332435000,21912196000,6596560000,10324102000,7533890000,2790212000,100.00,novo mercado,41.10,consumo não cíclico,açucar e alcool,smto3
2410426000,2331570000,984234000,66002000,1392114000,720668000,166808000,78856000,245664000,100.00,novo mercado,48.48,bens industriais,transporte rodoviário,tgma3
5761883000,5761883000,10833866000,408974000,156338226000,146627096000,,,3435018000,nível 1,50.61,100.00,financeiro,bancos,brsr5
9119160000,9110183000,2203628000,520500000,11566858000,5250822000,2115603000,8977000,2124580000,100.00,novo mercado,62.51,consumo cíclico,incorporações,dirr3
18843796000,31242127000,20907007000,658883000,45643761000,7065287000,14818493000,12398331000,2420162000,0.00,nível 1,64.18,utilidade pública,energia elétrica,isae4
10752678000,10524915000,1329968000,291875000,5183964000,3005750000,1303112000,227763000,1530875000,100.00,novo mercado,43.72,consumo cíclico,incorporações,cury3
10855493000,12231189000,12030707000,1511205000,26002141000,7487443000,7255705000,1375696000,5880009000,100.00,nível 2,79.97,utilidade pública,água e saneamento,sapr11
1177318000,5522859000,2852589000,661414000,10301343000,3374080000,5313552000,4345541000,968011000,100.00,nível 1,46.26,saúde,medicamentos e outros produtos,onco3
2253959000,8714873000,5588972000,372555000,26154614000,6482628000,9637294000,6460914000,3176380000,100.00,novo mercado,99.81,utilidade pública,energia elétrica,ligt3
7897249000,7513188000,4301192000,683062000,6236192000,3129477000,657013000,384061000,1041074000,0.00,nível 1,27.74,consumo cíclico,calçados,alpa4
13909008000,13909008000,7518664000,1269070000,66687123000,59411783000,,,2164000,100.00,nível 1,22.21,financeiro,bancos,bpan4
4203212000,4541156000,5015996000,220989000,7031122000,3134468000,1531713000,337944000,1193769000,100.00,novo mercado,44.05,consumo cíclico,incorporações,eztc3
35027777000,59362961000,12304166000,815927000,56544112000,8217512000,28960846000,24335184000,4625662000,100.00,novo mercado,31.28,utilidade pública,energia elétrica,egie3
5773901000,5773901000,6700376000,244656000,61006535000,55350917000,,,798360000,100.00,nível 2,30.59,financeiro,bancos,abcb4
2081723000,3160601000,1433844000,239829000,3780942000,1262957000,1760331000,1078878000,681453000,100.00,tradicional,44.27,materiais básicos,papel e celulose,rani3
747957000,505732000,1038173000,152644000,2753333000,778332000,465399000,242225000,707624000,100.00,novo mercado,22.82,financeiro,exploração de imóveis,syne3
3161405000,4403375000,1530489000,234178000,3784204000,1224853000,1761186000,1241970000,519216000,0.10,novo mercado,72.98,bens industriais,serviços diversos,mils3
1470951000,1759204000,1353141000,135322000,3586824000,2521794000,853164000,288253000,564911000,100.00,novo mercado,43.03,consumo não cíclico,agricultura,soja3
2115059000,1641625000,1127179000,87003000,1620653000,1084743000,19002000,473434000,492436000,100.00,novo mercado,93.58,tecnologia da informação,programas e serviços,bmob3
619797000,1227548000,1274569000,126634000,2563359000,1480437000,802129000,607751000,194378000,100.00,nível 2,59.85,bens industriais,armas e munições,tasa4
296000,397184000,3429785000,29691000,514542000,345337000,426572000,396888000,29684000,100.00,novo mercado,99.95,consumo cíclico,incorporações,pdgr3
3140903000,2466736000,3369258000,353175000,4276434000,1797892000,297751000,674167000,971918000,0.00,nível 1,45.83,materiais básicos,siderurgia,fesa4
5133281000,5034939000,1513812000,357374000,2807640000,1804855000,811886000,98342000,910228000,0.00,tradicional,56.37,bens industriais,motores. compressores e outros,shul4
160025157000,202605387000,109289887000,2588720000,266502447000,52374181000,70835953000,42580230000,28255723000,0.00,nível 1,97.21,utilidade pública,energia elétrica,elet6
36046000,1021306000,758373000,53801000,1232160000,186900000,1007110000,985260000,21850000,100.00,novo mercado,99.89,tecnologia da informação,programas e serviços,seql3
8786880000,8119488000,8306225000,339000000,13074971000,6333425000,1867522000,667392000,2534914000,100.00,novo mercado,19.58,consumo não cíclico,alimentos diversos,mdia3
3274358000,3356946000,1542626000,199534000,4015727000,3122026000,894499000,82588000,811911000,100.00,novo mercado,37.00,consumo cíclico,incorporações,lavv3
740056000,943777000,490187000,46720000,1555688000,932157000,693815000,203721000,490094000,100.00,novo mercado,94.42,bens industriais,serviços diversos,prnr3
1895934000,4186857000,3081649000,144177000,9867685000,6087552000,3939547000,2290923000,1648624000,100.00,novo mercado,99.76,bens industriais,material rodoviário,tupy3
